Rudy,1993,PG,22 Oct 1993,114 min,"Biography, Drama, Sport",David Anspaugh,Angelo Pizzo,"Sean Astin, Jon Favreau, Ned Beatty",Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.,"English, Spanish",United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BNjBiNTAzMjYtMzA2My00NjAxLTg5YjgtMWNlNGY4YzBkZWU5XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg
Savage Nights,1992,N/A,25 Feb 1994,126 min,"Biography, Crime, Drama",Cyril Collard,"Cyril Collard, Jacques Fieschi","Cyril Collard, Romane Bohringer, Carlos López","Jean is 30 years old. He lives with Laura, 17 years old, a violent and eventful love story. He learns that he is HIV positive.","French, Spanish","France, Italy",7 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BNWVmZjAyZTctYjYwZC00NGIwLThiNWYtNWZkZGJiN2NlMjJhXkEyXkFqcGdeQXVyODU4MzMxNDg@._V1_SX300.jpg
Schindler's List,1993,R,04 Feb 1994,195 min,"Biography, Drama, History",Steven Spielberg,"Thomas Keneally, Steven Zaillian","Liam Neeson, Ralph Fiennes, Ben Kingsley","In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.","English, Hebrew, German, Polish, Latin",United States,Won 7 Oscars. 91 wins & 49 nominations total,https://m.media-amazon.com/images/M/MV5BNDE4OTMxMTctNmRhYy00NWE2LTg3YzItYTk3M2UwOTU5Njg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
The Scout,1994,PG-13,30 Sep 1994,101 min,"Comedy, Drama, Sport",Michael Ritchie,"Roger Angell, Andrew Bergman, Albert Brooks","Albert Brooks, Brendan Fraser, Dianne Wiest",The story of a baseball scout who discovers a talented but troubled baseball player.,English,"United States, Mexico",N/A,https://m.media-amazon.com/images/M/MV5BYTllMzNmNzItN2IzNC00YjhmLThiMmItY2RmODBiMGE2NjMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Searching for Bobby Fischer,1993,PG,11 Aug 1993,109 min,"Biography, Drama, Sport",Steven Zaillian,"Fred Waitzkin, Steven Zaillian","Joe Mantegna, Ben Kingsley, Max Pomeranc",A prepubescent chess prodigy is encouraged to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,English,United States,Nominated for 1 Oscar. 6 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BNTNlYjBjMGEtOTFkZS00MjM5LTk2ZTktYWVmZTc4NzE3NzAxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
The Secret Garden,1993,G,13 Aug 1993,101 min,"Drama, Family, Fantasy",Agnieszka Holland,"Frances Hodgson Burnett, Caroline Thompson","Kate Maberly, Maggie Smith, Heydon Prowse","A young, recently-orphaned girl is sent to England after living in India all of her life. Once there, she begins to explore her new, seemingly-isolated surroundings, and its secrets.",English,United States,Nominated for 1 BAFTA Award3 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BYmViODUwN2YtZDk0YS00OTg4LWIyNmYtZjM1Y2EyYWIyMmU0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
Serial Mom,1994,R,13 Apr 1994,95 min,"Comedy, Crime, Thriller",John Waters,John Waters,"Kathleen Turner, Sam Waterston, Ricki Lake","She's the perfect all-American parent: a great cook and homemaker, a devoted recycler, and a woman who'll literally kill to keep her children happy.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BYjM0N2ViMzUtMTc1OS00YmEzLWE2NWYtNjU5NTY4NjRlOTI0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
The Shadow,1994,PG-13,01 Jul 1994,108 min,"Action, Adventure, Crime",Russell Mulcahy,"Walter B. Gibson, David Koepp","Alec Baldwin, John Lone, Penelope Ann Miller","In 1930s New York City, The Shadow (Alec Baldwin) battles his nemesis, Shiwan Khan (John Lone), who is building an atomic bomb.",English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BYWM3Y2FiN2QtZjhlYS00MzU5LWJmNDgtNzAyOWZlNWM1MDEyXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg
Shadowlands,1993,PG,14 Jan 1994,131 min,"Biography, Drama, Romance",Richard Attenborough,William Nicholson,"Anthony Hopkins, Debra Winger, Julian Fellowes","C.S. Lewis, a world-renowned Christian theologian, writer and professor, leads a passionless life until he meets spirited poet Joy Gresham from the U.S.",English,United Kingdom,Nominated for 2 Oscars. 7 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BMTE2MGEzMDctZTZlMi00MjY1LWI5NmQtYmJlZGJiYjkwNWQ5XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
Short Cuts,1993,R,01 Oct 1993,188 min,"Comedy, Drama",Robert Altman,"Raymond Carver, Robert Altman, Frank Barhydt","Andie MacDowell, Julianne Moore, Tim Robbins",The day-to-day lives of several suburban Los Angeles residents.,English,United States,Nominated for 1 Oscar. 17 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BMGNmYWM1MDAtNjU1NS00YzA1LTgzZDQtMzIyMTNiNzkyNzBhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg
A Simple Twist of Fate,1994,PG-13,02 Sep 1994,106 min,"Comedy, Drama",Gillies MacKinnon,"George Eliot, Steve Martin","Steve Martin, Gabriel Byrne, Laura Linney","His life was emotionally closed off from the world, until an orphaned baby showed up at his house.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BY2EzMTA3ZmEtNmRjYi00ZTM5LTk1OTItZDcwNWI1YjY5MWEzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Sirens,1994,R,25 Mar 1994,98 min,"Comedy, Drama, Romance",John Duigan,John Duigan,"Hugh Grant, Tara Fitzgerald, Sam Neill","When a painting is termed blasphemous, a young minister and his wife visit the artist... and the three sexually playful models living with him.",English,"Australia, United Kingdom",1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BN2JkMzkxYTEtODljMC00Mzk5LThkYTQtMWM1NTdjMDhlMWUwXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg
Six Degrees of Separation,1993,R,08 Dec 1993,112 min,"Comedy, Drama, Mystery",Fred Schepisi,John Guare,"Will Smith, Stockard Channing, Donald Sutherland","An affluent New York City couple finds their lives touched, intruded upon, and compelled by a mysterious young black man who is never quite who he says he is.","English, Italian","United States, Italy",Nominated for 1 Oscar. 6 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ5ODk1NTI4NV5BMl5BanBnXkFtZTcwNDYzMjI3NA@@._V1_SX300.jpg
Sleepless in Seattle,1993,PG,25 Jun 1993,105 min,"Comedy, Drama, Romance",Nora Ephron,"Jeff Arch, Nora Ephron, David S. Ward","Tom Hanks, Meg Ryan, Ross Malinger",A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.,English,United States,Nominated for 2 Oscars. 4 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BNWY1MDJkZGUtZTE2OS00ODZiLTlmNzQtMDZjNzM2ZjkwM2QxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Sliver,1993,R,21 May 1993,107 min,"Drama, Thriller",Phillip Noyce,"Ira Levin, Joe Eszterhas","Sharon Stone, William Baldwin, Tom Berenger","A woman moves into an exclusive New York City apartment building, which she soon discovers houses tenants with all manner of shocking secrets.",English,United States,4 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BYWM4NTI2N2MtMWY2Mi00YzUwLTg4MDEtOWRjMTY4Njg0MDU4XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg
Blade Runner,1982,R,25 Jun 1982,117 min,"Action, Drama, Sci-Fi",Ridley Scott,"Hampton Fancher, David Webb Peoples, Philip K. Dick","Harrison Ford, Rutger Hauer, Sean Young",A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,"English, German, Cantonese, Japanese, Hungarian, Arabic, Korean","United States, United Kingdom",Nominated for 2 Oscars. 13 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
Son in Law,1993,PG-13,02 Jul 1993,95 min,"Comedy, Drama, Romance",Steve Rash,"Patrick J. Clifton, Susan McMartin, Peter M. Lenkov","Pauly Shore, Carla Gugino, Lane Smith","Having gotten a taste of college life, a drastically changed farm girl returns home for Thanksgiving break with her best friend, a flamboyant party animal who is clearly a fish out of water in a small farm town.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZWY1YWUwNjQtMDk2Zi00MDJiLWIzMDAtNzAyNjJiYTFlMGI0XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
So I Married an Axe Murderer,1993,PG-13,30 Jul 1993,93 min,"Comedy, Romance",Thomas Schlamme,Robbie Fox,"Mike Myers, Nancy Travis, Anthony LaPaglia",A San Francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others.,"English, Russian",United States,N/A,https://m.media-amazon.com/images/M/MV5BN2VjOTA4MDEtYmZiYy00MTJiLWEwZTItNzM4Y2IwMzdjNjgzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
Striking Distance,1993,R,17 Sep 1993,102 min,"Action, Crime, Mystery",Rowdy Herrington,"Rowdy Herrington, Marty Kaplan","Bruce Willis, Sarah Jessica Parker, Dennis Farina","Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop and goes on the record with his allegations. Demoted then to river duty, the killer taunts Tom.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzA2ZjI3ZDEtN2UyOS00Njg5LTk0ZTctYjgzMjU1MzJhZDFhXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg
Super Mario Bros.,1993,PG,28 May 1993,104 min,"Adventure, Comedy, Family","Annabel Jankel, Rocky Morton","Parker Bennett, Terry Runte, Ed Solomon","Bob Hoskins, John Leguizamo, Dennis Hopper","Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.",English,"United Kingdom, United States, Japan, France",2 nominations,https://m.media-amazon.com/images/M/MV5BZGVmZTUyZDAtYjg0MC00NmE5LWE2OTAtM2FjNGI1NWUyMzE0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
Surviving the Game,1994,R,15 Apr 1994,96 min,"Action, Adventure, Crime",Ernest R. Dickerson,Eric Bernt,"Rutger Hauer, Ice-T, Charles S. Dutton","A homeless man is hired as a survival guide for a group of wealthy businessmen on a hunting trip in the mountains, unaware that they are killers who hunt humans for sport, and that he is their new prey.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BYWVhODdmOTYtODU0Ny00NTAxLWI4MjItMzIwNTE1MmIyMWVlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
Terminal Velocity,1994,PG-13,23 Sep 1994,102 min,"Action, Mystery, Romance",Deran Sarafian,David Twohy,"Charlie Sheen, Nastassja Kinski, James Gandolfini",A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,English,"United States, Canada, Japan, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BNjJiZWE3MTItZjFjNi00NDYwLWIzNmQtZjc2NzA4MzdiN2Y4XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg
Thirty Two Short Films About Glenn Gould,1993,Not Rated,26 Nov 1993,98 min,"Biography, Drama, Music",François Girard,"François Girard, Don McKellar, Glenn Gould","Colm Feore, Derek Keurvorst, Katya Ladan","A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.","English, French","Canada, Netherlands, Portugal, Finland",7 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BZWQxMzU0NTQtNzFjNi00MWEwLWEyOTEtZGU0OTMwODIyMjE4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
Threesome,1994,R,08 Apr 1994,93 min,"Comedy, Drama, Romance",Andrew Fleming,Andrew Fleming,"Lara Flynn Boyle, Josh Charles, Stephen Baldwin","A girl named Alex is by mistake housed with 2 guys, Stuart and Eddy, in a college dorm suite. After initial problems they become friends. Stuart has the hots for Alex, Alex for Eddy and Eddy for Stuart. Can it work?",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BM2E1MjU5ZmUtYzJkMC00NDM2LTk1MjctMGY3ZGU4ZGNkNWFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
The Nightmare Before Christmas,1993,PG,29 Oct 1993,76 min,"Animation, Family, Fantasy",Henry Selick,"Tim Burton, Michael McDowell, Caroline Thompson","Danny Elfman, Chris Sarandon, Catherine O'Hara","Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",English,United States,Nominated for 1 Oscar. 6 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BNWE4OTNiM2ItMjY4Ni00ZTViLWFiZmEtZGEyNGY2ZmNlMzIyXkEyXkFqcGdeQXVyMDU5NDcxNw@@._V1_SX300.jpg
The Three Musketeers,1993,PG,12 Nov 1993,105 min,"Action, Adventure, Romance",Stephen Herek,"Alexandre Dumas, David Loughery","Charlie Sheen, Kiefer Sutherland, Chris O'Donnell","France, 1625: Young d'Artagnan heads to Paris to join the Musketeers but the evil cardinal has disbanded them - save 3. He meets the 3, Athos, Porthos and Aramis, and joins them on their quest to save the king and country.",English,"United Kingdom, Austria, United States",2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMzc4OTJlMTgtMWE5MC00MDRlLWE2MDQtYTI4ZTAzNzUyZjM2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg
Tombstone,1993,R,25 Dec 1993,130 min,"Biography, Drama, History","George P. Cosmatos, Kevin Jarre",Kevin Jarre,"Kurt Russell, Val Kilmer, Sam Elliott","A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.","English, Latin, Spanish",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BODRkYzA4MGItODE2MC00ZjkwLWI2NDEtYzU1NzFiZGU1YzA0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
True Romance,1993,R,10 Sep 1993,119 min,"Crime, Drama, Romance",Tony Scott,"Quentin Tarantino, Roger Avary","Christian Slater, Patricia Arquette, Dennis Hopper","In Detroit, a pop culture nerd steals cocaine from his new wife's pimp and tries to sell it in Hollywood, prompting the mobsters who own the drugs to pursue the couple.","English, Italian","United States, France",1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BYWRhYWJjNGEtMjNhNi00NzFkLTk1ZGUtNjNmM2FlNTNhNWRjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
The War Room,1993,PG,01 Jan 1994,96 min,"Documentary, History","Chris Hegedus, D.A. Pennebaker",N/A,"James Carville, George Stephanopoulos, Heather Beckel",A documentary of the Bill Clinton 1992 presidential campaign and the organization who ran it.,"English, American Sign , Portuguese",United States,Nominated for 1 Oscar. 6 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BNzU4NThlNmUtMDdiMi00NzgyLTk4MTQtZTI0NjQ2OTg0ZDFjXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg
The Pagemaster,1994,G,23 Nov 1994,80 min,"Animation, Adventure, Comedy","Pixote Hunt, Joe Johnston","David Kirschner, David Casci, Ernie Contreras","Macaulay Culkin, Christopher Lloyd, Kanin Howell","A cowardly boy, who buries himself in accident statistics, enters a library to escape a storm, only to be transformed into an animated illustration by the Pagemaster. He has to work through obstacles from classic books to return t...",English,United States,5 nominations,https://m.media-amazon.com/images/M/MV5BZmJjNmY5MmEtMWVmOS00N2UyLWFmZWQtZjkyNDg5NzdjNGMyXkEyXkFqcGdeQXVyMTA1OTAyOTI@._V1_SX300.jpg
Welcome to the Dollhouse,1995,R,24 May 1996,88 min,"Comedy, Drama",Todd Solondz,Todd Solondz,"Heather Matarazzo, Christina Brucato, Victoria Davis","An awkward seventh-grader struggles to cope with inattentive parents, snobbish class-mates, a smart older brother, an attractive younger sister and her own insecurities in suburban New Jersey.",English,United States,4 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BOGE0N2U2YzItM2NmNy00YTE1LWE1ZjktNWRlMWFhYTQzNzgzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Germinal,1993,R,31 Mar 1994,160 min,"Drama, Romance",Claude Berri,"Émile Zola, Claude Berri, Arlette Langmann","Renaud, Gérard Depardieu, Miou-Miou","In mid-nineteenth-century northern France, a coal mining town's workers are exploited by the mine's owner. One day, they decide to go on strike, and the authorities repress them.",French,"France, Belgium, Italy",2 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BMjViOGU4ZjctMjQ1Mi00MzliLTk2ZDgtYWU3ZGZlMjNjNGMzXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg
Chasers,1994,R,22 Apr 1994,102 min,"Action, Comedy, Drama",Dennis Hopper,"Joe Batteer, John Rice, Dan Gilroy","Tom Berenger, Erika Eleniak, William McNamara",A hapless Navy sailor is assigned SP duty. The catch: he must escort a beautiful female prisoner on her way to prison for going UA. She in turn will try anything to escape.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZWYzOTc5NmMtOTk1ZC00YTc3LThkMTEtMjVkMjdiYWQ1OWI0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
Kika,1993,Unrated,06 May 1994,114 min,Comedy,Pedro Almodóvar,Pedro Almodóvar,"Peter Coyote, Verónica Forqué, Victoria Abril","Kika, a cute cosmetologist, prepares Ramon for funeral when he revives. He proposes to the much older Kika who has his dad as lover. Did Ramon's dad murder his mom? What about the escaped rapist and the PSYCHOlogist video reporter?",Spanish,"Spain, France",5 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMzMyZGVmYjYtZjU0Yy00NzllLThiMmItNGRhYzk0ODdlYzRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Bhaji on the Beach,1993,R,01 May 1994,101 min,"Adventure, Comedy, Drama",Gurinder Chadha,"Gurinder Chadha, Meera Syal","Kim Vithana, Jimmi Harkishin, Sarita Khajuria","A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool. The events of the day lead them to better mutual understanding and solidarity.","English, Punjabi",United Kingdom,Nominated for 1 BAFTA Award3 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTYyNTM0Mzk3MF5BMl5BanBnXkFtZTcwNDAzMTgxMQ@@._V1_SX300.jpg
Little Big League,1994,PG,29 Jun 1994,119 min,"Comedy, Family, Sport",Andrew Scheinman,"Gregory K. Pincus, Adam Scheinman","Luke Edwards, Timothy Busfield, John Ashton",A young boy is bequeathed the ownership of a professional baseball team.,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BNTEwZjYyMTEtNzk2NS00MDdhLWE0MzYtMzMyMzBlZGQ2ZTBjXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_SX300.jpg
"Ciao, Professore!",1992,R,15 Jul 1994,100 min,Comedy,Lina Wertmüller,"Alessandro Bencivenni, Leonardo Benvenuti, Marcello D'Orta","Paolo Villaggio, Isa Danieli, Gigio Morra",A teacher must deal with the underworld of Naples and his students' family problems.,"Neapolitan, Italian",Italy,1 nomination,https://m.media-amazon.com/images/M/MV5BMjM1ODRlMmYtZDNiMi00ZDE5LWJiN2EtMDMxMWUyZGQ1YzVlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
Spanking the Monkey,1994,Unrated,15 Jul 1994,100 min,"Comedy, Drama",David O. Russell,David O. Russell,"Jeremy Davies, Alberta Watson, Benjamin Hendrickson","A med student is forced by his traveling salesman dad to cancel a top summer internship and look after his hot mom, who's bedridden with a broken leg. Applying lotion to her legs arouses him.",English,United States,3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BYTcxZTlhY2MtMmI4Ni00NTQxLTllMDItZDVlYmUxZTI0MTIwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
The Little Rascals,1994,PG,05 Aug 1994,82 min,"Comedy, Family, Romance",Penelope Spheeris,"Penelope Spheeris, Robert Wolterstorff, Mike Scott","Travis Tedford, Bug Hall, Brittany Ashton Holmes","Alfalfa is wooing Darla and his ""He-Man-Woman-Hating"" friends attempt to sabotage the relationship.",English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BM2JlNzMzM2MtY2M0Mi00ZjcxLWFkOTYtYzk1ZTY4MDA2NjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
